"municipality","votes","candidate","parties","file","district"
"館山市",11389,"浜田　やすかず","自由民主党","000520896.xls","千葉県第12区"
"館山市",3925,"ひだか　剛","希望の党","000520896.xls","千葉県第12区"
"館山市",1452,"皆川　真一郎","社会民主党","000520896.xls","千葉県第12区"
"木更津市",6348,"大西　わたる","日本共産党","000520896.xls","千葉県第12区"
"木更津市",32436,"浜田　やすかず","自由民主党","000520896.xls","千葉県第12区"
"木更津市",10114,"ひだか　剛","希望の党","000520896.xls","千葉県第12区"
"木更津市",2661,"皆川　真一郎","社会民主党","000520896.xls","千葉県第12区"
"鴨川市",1444,"大西　わたる","日本共産党","000520896.xls","千葉県第12区"
"鴨川市",9705,"浜田　やすかず","自由民主党","000520896.xls","千葉県第12区"
"鴨川市",2542,"ひだか　剛","希望の党","000520896.xls","千葉県第12区"
"鴨川市",868,"皆川　真一郎","社会民主党","000520896.xls","千葉県第12区"
"君津市",3970,"大西　わたる","日本共産党","000520896.xls","千葉県第12区"
"君津市",23169,"浜田　やすかず","自由民主党","000520896.xls","千葉県第12区"
"君津市",7548,"ひだか　剛","希望の党","000520896.xls","千葉県第12区"
"君津市",2085,"皆川　真一郎","社会民主党","000520896.xls","千葉県第12区"
"富津市",2173,"大西　わたる","日本共産党","000520896.xls","千葉県第12区"
"富津市",13785,"浜田　やすかず","自由民主党","000520896.xls","千葉県第12区"
"富津市",3211,"ひだか　剛","希望の党","000520896.xls","千葉県第12区"
"富津市",884,"皆川　真一郎","社会民主党","000520896.xls","千葉県第12区"
"袖ヶ浦市",3032,"大西　わたる","日本共産党","000520896.xls","千葉県第12区"
"袖ヶ浦市",15350,"浜田　やすかず","自由民主党","000520896.xls","千葉県第12区"
"袖ヶ浦市",5304,"ひだか　剛","希望の党","000520896.xls","千葉県第12区"
"袖ヶ浦市",1516,"皆川　真一郎","社会民主党","000520896.xls","千葉県第12区"
"南房総市",2145,"大西　わたる","日本共産党","000520896.xls","千葉県第12区"
"南房総市",11480,"浜田　やすかず","自由民主党","000520896.xls","千葉県第12区"
"南房総市",3145,"ひだか　剛","希望の党","000520896.xls","千葉県第12区"
"南房総市",1040,"皆川　真一郎","社会民主党","000520896.xls","千葉県第12区"
"鋸南町",509,"大西　わたる","日本共産党","000520896.xls","千葉県第12区"
"鋸南町",2761,"浜田　やすかず","自由民主党","000520896.xls","千葉県第12区"
"鋸南町",782,"ひだか　剛","希望の党","000520896.xls","千葉県第12区"
"鋸南町",207,"皆川　真一郎","社会民主党","000520896.xls","千葉県第12区"
"千葉県第12区 合計",22182,"大西　わたる","日本共産党","000520896.xls","千葉県第12区"
"千葉県第12区 合計",120075,"浜田　やすかず","自由民主党","000520896.xls","千葉県第12区"
"千葉県第12区 合計",36571,"ひだか　剛","希望の党","000520896.xls","千葉県第12区"
"千葉県第12区 合計",10713,"皆川　真一郎","社会民主党","000520896.xls","千葉県第12区"
"船橋市（13区）",9069,"みやかわ　伸","立憲民主党","000520896.xls","千葉県第13区"
"船橋市（13区）",5533,"さいとう　和子","日本共産党","000520896.xls","千葉県第13区"
"船橋市（13区）",12833,"しらすか　貴樹　","自由民主党","000520896.xls","千葉県第13区"
"船橋市（13区）",4348,"水野　ともひこ","希望の党","000520896.xls","千葉県第13区"
"柏市（13区）",5417,"みやかわ　伸","立憲民主党","000520896.xls","千葉県第13区"
"柏市（13区）",1707,"さいとう　和子","日本共産党","000520896.xls","千葉県第13区"
"柏市（13区）",9985,"しらすか　貴樹　","自由民主党","000520896.xls","千葉県第13区"
"柏市（13区）",3426,"水野　ともひこ","希望の党","000520896.xls","千葉県第13区"
"鎌ケ谷市",13204,"みやかわ　伸","立憲民主党","000520896.xls","千葉県第13区"
"鎌ケ谷市",4474,"さいとう　和子","日本共産党","000520896.xls","千葉県第13区"
"鎌ケ谷市",19626,"しらすか　貴樹　","自由民主党","000520896.xls","千葉県第13区"
"鎌ケ谷市",6748,"水野　ともひこ","希望の党","000520896.xls","千葉県第13区"
"印西市",12233,"みやかわ　伸","立憲民主党","000520896.xls","千葉県第13区"
"印西市",3158,"さいとう　和子","日本共産党","000520896.xls","千葉県第13区"
"印西市",20398,"しらすか　貴樹　","自由民主党","000520896.xls","千葉県第13区"
"印西市",6446,"水野　ともひこ","希望の党","000520896.xls","千葉県第13区"
"白井市",8534,"みやかわ　伸","立憲民主党","000520896.xls","千葉県第13区"
"白井市",2465,"さいとう　和子","日本共産党","000520896.xls","千葉県第13区"
"白井市",12409,"しらすか　貴樹　","自由民主党","000520896.xls","千葉県第13区"
"白井市",3999,"水野　ともひこ","希望の党","000520896.xls","千葉県第13区"
"富里市",3892,"みやかわ　伸","立憲民主党","000520896.xls","千葉県第13区"
"富里市",1657,"さいとう　和子","日本共産党","000520896.xls","千葉県第13区"
"富里市",8975,"しらすか　貴樹　","自由民主党","000520896.xls","千葉県第13区"
"富里市",3554,"水野　ともひこ","希望の党","000520896.xls","千葉県第13区"
"酒々井町",2463,"みやかわ　伸","立憲民主党","000520896.xls","千葉県第13区"
"酒々井町",877,"さいとう　和子","日本共産党","000520896.xls","千葉県第13区"
"酒々井町",4051,"しらすか　貴樹　","自由民主党","000520896.xls","千葉県第13区"
"酒々井町",1430,"水野　ともひこ","希望の党","000520896.xls","千葉県第13区"
"栄町",2619,"みやかわ　伸","立憲民主党","000520896.xls","千葉県第13区"
"栄町",808,"さいとう　和子","日本共産党","000520896.xls","千葉県第13区"
"栄町",4804,"しらすか　貴樹　","自由民主党","000520896.xls","千葉県第13区"
"栄町",1936,"水野　ともひこ","希望の党","000520896.xls","千葉県第13区"
"千葉県第13区 合計",57431,"みやかわ　伸","立憲民主党","000520896.xls","千葉県第13区"
"千葉県第13区 合計",20679,"さいとう　和子","日本共産党","000520896.xls","千葉県第13区"
"千葉県第13区 合計",93081,"しらすか　貴樹　","自由民主党","000520896.xls","千葉県第13区"
"千葉県第13区 合計",31887,"水野　ともひこ","希望の党","000520896.xls","千葉県第13区"
"千代田区",5012,"松沢 かおる","希望の党","000520898.xls","東京都第１区"
"千代田区",222.016,"原口　みき","(幸福実現党)","000520898.xls","東京都第１区"
"千代田区",13193.983,"山田　みき","自由民主党","000520898.xls","東京都第１区"
"千代田区",143,"マタヨシ　光雄","（世界経済共同体党）","000520898.xls","東京都第１区"
"千代田区",10537,"海江田　万里","立憲民主党","000520898.xls","東京都第１区"
"千代田区",70,"犬丸　光加","（犬丸勝子と共和党）","000520898.xls","東京都第１区"
"港区1区",15467,"松沢 かおる","希望の党","000520898.xls","東京都第１区"
"港区1区",2388.067,"原口　みき","(幸福実現党)","000520898.xls","東京都第１区"
"港区1区",32930.932,"山田　みき","自由民主党","000520898.xls","東京都第１区"
"港区1区",448,"マタヨシ　光雄","（世界経済共同体党）","000520898.xls","東京都第１区"
"港区1区",34684,"海江田　万里","立憲民主党","000520898.xls","東京都第１区"
"港区1区",1044,"犬丸　光加","（犬丸勝子と共和党）","000520898.xls","東京都第１区"
"新宿区",19897,"松沢 かおる","希望の党","000520898.xls","東京都第１区"
"新宿区",1196,"原口　みき","(幸福実現党)","000520898.xls","東京都第１区"
"新宿区",47110,"山田　みき","自由民主党","000520898.xls","東京都第１区"
"新宿区",716,"マタヨシ　光雄","（世界経済共同体党）","000520898.xls","東京都第１区"
"新宿区",51034,"海江田　万里","立憲民主党","000520898.xls","東京都第１区"
"新宿区",456,"犬丸　光加","（犬丸勝子と共和党）","000520898.xls","東京都第１区"
"東京都第１区 合計",40376,"松沢 かおる","希望の党","000520898.xls","東京都第１区"
"東京都第１区 合計",3806.083,"原口　みき","(幸福実現党)","000520898.xls","東京都第１区"
"東京都第１区 合計",93234.91500000001,"山田　みき","自由民主党","000520898.xls","東京都第１区"
"東京都第１区 合計",1307,"マタヨシ　光雄","（世界経済共同体党）","000520898.xls","東京都第１区"
"東京都第１区 合計",96255,"海江田　万里","立憲民主党","000520898.xls","東京都第１区"
"東京都第１区 合計",1570,"犬丸　光加","（犬丸勝子と共和党）","000520898.xls","東京都第１区"
"中央区",34060,"辻　清人","自由民主党","000520898.xls","東京都第２区"
"中央区",22325,"松尾　あきひろ","立憲民主党","000520898.xls","東京都第２区"
"中央区",12836,"はとやま　太郎","希望の党","000520898.xls","東京都第２区"
"港区2区",7350,"辻　清人","自由民主党","000520898.xls","東京都第２区"
"港区2区",4646,"松尾　あきひろ","立憲民主党","000520898.xls","東京都第２区"
"港区2区",2798,"はとやま　太郎","希望の党","000520898.xls","東京都第２区"
"文京区",46048,"辻　清人","自由民主党","000520898.xls","東京都第２区"
"文京区",44805,"松尾　あきひろ","立憲民主党","000520898.xls","東京都第２区"
"文京区",15835,"はとやま　太郎","希望の党","000520898.xls","東京都第２区"
"台東区２区",25535,"辻　清人","自由民主党","000520898.xls","東京都第２区"
"台東区２区",19454,"松尾　あきひろ","立憲民主党","000520898.xls","東京都第２区"
"台東区２区",10486,"はとやま　太郎","希望の党","000520898.xls","東京都第２区"
"東京都第２区 合計",112993,"辻　清人","自由民主党","000520898.xls","東京都第２区"
"東京都第２区 合計",91230,"松尾　あきひろ","立憲民主党","000520898.xls","東京都第２区"
"東京都第２区 合計",41955,"はとやま　太郎","希望の党","000520898.xls","東京都第２区"
"品川区（3区）",28993,"香西　かつ介","日本共産党","000520898.xls","東京都第３区"
"品川区（3区）",68058,"石原　ひろたか","自由民主党","000520898.xls","東京都第３区"
"品川区（3区）",58431,"まつばら　仁","希望の党","000520898.xls","東京都第３区"
"大田区（３区）",14271,"香西　かつ介","日本共産党","000520898.xls","東京都第３区"
"大田区（３区）",32303,"石原　ひろたか","自由民主党","000520898.xls","東京都第３区"
"大田区（３区）",31856,"まつばら　仁","希望の党","000520898.xls","東京都第３区"
"大島町",691,"香西　かつ介","日本共産党","000520898.xls","東京都第３区"
"大島町",2220,"石原　ひろたか","自由民主党","000520898.xls","東京都第３区"
"大島町",927,"まつばら　仁","希望の党","000520898.xls","東京都第３区"
"利島村",16,"香西　かつ介","日本共産党","000520898.xls","東京都第３区"
"利島村",150,"石原　ひろたか","自由民主党","000520898.xls","東京都第３区"
"利島村",43,"まつばら　仁","希望の党","000520898.xls","東京都第３区"
"新島村",130,"香西　かつ介","日本共産党","000520898.xls","東京都第３区"
"新島村",866,"石原　ひろたか","自由民主党","000520898.xls","東京都第３区"
"新島村",482,"まつばら　仁","希望の党","000520898.xls","東京都第３区"
"神津島村",62,"香西　かつ介","日本共産党","000520898.xls","東京都第３区"
"神津島村",542,"石原　ひろたか","自由民主党","000520898.xls","東京都第３区"
"神津島村",309,"まつばら　仁","希望の党","000520898.xls","東京都第３区"
"三宅村",163,"香西　かつ介","日本共産党","000520898.xls","東京都第３区"
"三宅村",781,"石原　ひろたか","自由民主党","000520898.xls","東京都第３区"
"三宅村",363,"まつばら　仁","希望の党","000520898.xls","東京都第３区"
"御蔵島村",34,"香西　かつ介","日本共産党","000520898.xls","東京都第３区"
